well_id,sord_id,Fluid,Well Type,Lateral Length m,Proppant tons,Fluid Pumped m3,Frac Stages,"Frac Spacing, m",Proppant tons / 100 m,Fluid Pumped m3 / 100 m,Gas Cum 90 days,Gas Cum 180 days,Gas Cum 365 days,Gas Cum 365 / 100 m
00/B-084-A/093-P-09/0,2093P09A084B0000,Gas,Horizontal,1230.8,515.5,1346.47,10,123.08,41.8833279168,109.3979525512,841049.416885246,1367106.93216783,2115898.32329593,171912.44095677
00/B-042-G/093-P-09/0,2093P09G042B0000,Gas,Horizontal,2213.7,1617.5,10164.84,18,122.9833333333,73.0677146858,459.1787505082,546980.992459016,1056732.21882184,1968309.70817204,88914.9256074464
00/A-001-H/093-P-09/0,2093P09H001A0000,Gas,Horizontal,1474.9,597.5,980.99,12,122.9083333333,40.5112210997,66.512305919,307330.862025862,535714.531695402,846936.924310345,57423.3456037931
00/07-26-077-17W6/0,1W60771726070000,Gas,Horizontal,1471.18,612,939.15,12,122.5983333333,41.5992604576,63.8365121875,494976.236666667,808024.259622641,1243700.17575269,84537.5940233479
03/10-10-080-17W6/0,1W60801710100300,Gas,Horizontal,2568.6,5017.26,19424.97,21,122.3142857143,195.3305302499,756.2473721093,608542.849823183,1398290.26758333,2746931.22392297,106942.740166743
00/08-20-079-14W6/0,1W60791420080000,Gas,Horizontal,1831.5,753,1259,15,122.1,41.1138411138,68.7414687415,514514.04299572,967743.867110482,1894044.83230534,103414.951258823
02/A-091-A/093-P-09/0,2093P09A091A0200,Gas,Horizontal,1702.1,686.6,1060.42,14,121.5785714286,40.3384054991,62.3006873862,498540.311870702,926324.71156391,1605651.5378437,94333.5607686799
00/10-24-077-15W6/0,1W60771524100000,Gas,Horizontal,3160.5,8814.72,45126.84,26,121.5576923077,278.9027052682,1427.8386331277,333248.452741935,616993.174240232,1842973.72837209,58312.7267322288
02/10-36-079-18W6/0,1W60791836100200,Gas,Horizontal,1700.9,2450,11894.57,14,121.4928571429,144.0413898524,699.3103651008,437512.145888738,,,
02/15-13-077-15W6/0,1W60771513150200,Gas,Horizontal,2550,3505,14819.5,21,121.4285714286,137.4509803922,581.1568627451,1143321.63405699,2394930.28,4594328.13498607,180169.730783767
03/03-03-078-17W6/0,1W60781703030300,Gas,Horizontal,1696.24,1414.3,1987.5,14,121.16,83.3785313399,117.1709192095,391761.990853147,732423.472544704,1259523.94988506,74253.87621357
00/14-12-077-15W6/0,1W60771512140000,Gas,Horizontal,3024.8,4232.1,27089.34,25,120.992,139.913382703,895.5745834435,1127698.69300699,1875755.01084746,,
00/B-016-G/093-P-09/0,2093P09G016B0000,Gas,Horizontal,967.5,816,1913.2,8,120.9375,84.3410852713,197.7467700258,398462.322666667,695287.37,1143029.15605479,118142.548429436
00/04-09-077-14W6/0,1W60771409040000,Gas,Horizontal,2898.37,7902.94,29669.9,24,120.7654166667,272.6684308767,1023.6753761597,551323.759868805,1097135.84915254,2361582.6425,81479.6814243868
00/A-039-G/093-P-09/0,2093P09G039A0000,Gas,Horizontal,1689.6,1428,2590.68,14,120.6857142857,84.5170454545,153.3309659091,367455.332774019,678739.50675,1180468.04475806,69866.7166641844
00/C-055-B/093-P-09/0,2093P09B055C0000,Gas,Horizontal,964.64,408,521.4,8,120.58,42.2955714049,54.0512522806,366784.733888112,557117.678683068,809547.180014025,83922.2072497538
00/B-023-B/093-P-09/0,2093P09B023B0000,Gas,Horizontal,1929.04,701.3,3873.99,16,120.565,36.3548708166,200.8247625762,103201.689541779,194056.893508246,348926.640135685,18088.0977136651
00/15-13-077-15W6/0,1W60771513150000,Gas,Horizontal,2049.3,2800,10614.7,17,120.5470588235,136.63202069,517.9671107207,918273.141117241,1791158.50509091,3034203.6550619,148060.491634309
00/16-30-080-16W6/0,1W60801630160000,Gas,Horizontal,2530.7,2471.2,11193.52,21,120.5095238095,97.6488718536,442.3092425021,384371.171281296,659427.358218884,1140669.54526316,45073.2819086877
00/02-26-077-17W6/0,1W60771726020000,Gas,Horizontal,1443.8,396.2,3848.4,12,120.3166666667,27.4414738884,266.5466131043,301797.333083333,471739.941513261,762144.903306452,52787.429235798
00/C-047-A/093-P-09/0,2093P09A047C0000,Gas,Horizontal,1442.54,530.5,1709.69,12,120.2116666667,36.7754100406,118.5194171392,399356.223225806,664094.7966759,1118069.64164179,77507.0113578681
03/01-10-080-18W6/0,1W60801810010300,Gas,Horizontal,1799.6,1116,10086.51,15,119.9733333333,62.0137808402,560.4862191598,320468.192741936,542563.570483871,902984.337231183,50176.9469454981
00/11-26-078-17W6/0,1W60781726110000,Gas,Horizontal,3714.03,4975.2,27194.2,31,119.8074193548,133.9569147261,732.2019477495,1151927.29711142,2351644.37283019,4204149.75512097,113196.440392807
00/04-27-077-17W6/0,1W60771727040000,Gas,Horizontal,1676.57,670.3,1079.6,14,119.755,39.9804362478,64.3933745683,344693.85056101,572416.965444744,872871.406461988,52062.9264785835
00/A-043-F/093-P-09/0,2093P09F043A0000,Gas,Horizontal,2513.86,3266.59,22707.3,21,119.7076190476,129.9431949273,903.2841924371,776851.806785714,1629790.00181941,2837561.66740845,112876.678391336
03/04-09-077-14W6/0,1W60771409040300,Gas,Horizontal,2746.6,3855.52,17337.99,23,119.4173913043,140.3742809291,631.2528216704,499074.589032258,1017244.89205438,2239208.99350068,81526.5780783762
00/06-24-077-17W6/0,1W60771724060000,Gas,Horizontal,1551.77,517,3330.57,13,119.3669230769,33.3167930814,214.6303898129,469358.956699164,939339.765887324,1497027.12602151,96472.2301643613
02/A-058-B/093-P-09/0,2093P09B058A0200,Gas,Horizontal,2263.11,3231.9,15969.66,19,119.1110526316,142.8079059348,705.6510730808,698510.804930362,1262338.45295265,2175769.73169355,96140.6971686551
02/04-09-077-14W6/0,1W60771409040200,Gas,Horizontal,2738.3,3843.87,25040.3,23,119.0565217391,140.3743198335,914.4469196217,664847.092125341,1251987.94068493,2184104.07900538,79761.3146479706
00/02-09-078-17W6/0,1W60781709020000,Gas,Horizontal,1666.3,714,975.16,14,119.0214285714,42.8494268739,58.5224749445,453311.452587601,804774.038321678,1439772.06903497,86405.3333154276
02/16-08-078-17W6/0,1W60781708160200,Gas,Horizontal,1546.92,1313.03,1858.4,13,118.9938461538,84.8802782303,120.1354950482,581916.932836041,1055679.02611203,1633024.19685237,105566.169992784
00/B-065-B/093-P-09/0,2093P09B065B0000,Gas,Horizontal,950.83,408,889.34,8,118.85375,42.9098787375,93.5330185207,682922.946942278,1112143.14981679,1654059.31842788,173959.521515716
00/12-34-077-17W6/0,1W60771734120000,Gas,Horizontal,1426.1,604,1828.17,12,118.8416666667,42.3532711591,128.1936750579,340636.538709677,494817.362963464,748683.841818182,52498.6916638512
00/12-12-077-15W6/0,1W60771512120000,Gas,Horizontal,3445.7,4220.66,32166.02,29,118.8172413793,122.4906405085,933.5119133993,634932.372765957,1268220.18097429,2559333.28183217,74276.1494567771
02/08-26-077-17W6/0,1W60771726080200,Gas,Horizontal,1663.34,714,1146.22,14,118.81,42.9256796566,68.9107458487,350811.232540323,593277.591961415,934855.026778976,56203.4837603242
00/12-34-077-15W6/0,1W60771534120000,Gas,Horizontal,2492.61,6839.5,29821.63,21,118.6957142857,274.3911000919,1196.4017636132,640733.982648336,1313459.76822733,2603935.82678688,104466.235262912
02/05-05-078-17W6/0,1W60781705050200,Gas,Horizontal,2136.39,1779.5,10078.41,18,118.6883333333,83.2947167886,471.7495401121,383030.785487465,675620.110166113,1151179.74209743,53884.344248823
00/02-06-078-17W6/0,1W60781706020000,Gas,Horizontal,1424,619,4956.47,12,118.6666666667,43.4691011236,348.0667134831,221193.645194444,366871.699902778,628473.679013699,44134.3875711867
00/01-10-080-18W6/0,1W60801810010000,Gas,Horizontal,1776.8,1020,7967.91,15,118.4533333333,57.4065736155,448.4415803692,263365.340456989,437285.031989247,725665.190416667,40841.1295822077
00/B-043-F/093-P-09/0,2093P09F043B0000,Gas,Horizontal,2486,3388.34,23562.1,21,118.380952381,136.2968624296,947.7916331456,685825.608605697,1531664.02710243,2846364.01973239,114495.736916025
02/04-27-077-17W6/0,1W60771727040200,Gas,Horizontal,2130.7,918,1170.92,18,118.3722222222,43.0844323462,54.9547097198,626585.118017366,978738.114139785,1594878.219625,74852.3123680011
00/11-18-079-17W6/0,1W60791718110000,Gas,Horizontal,2011.2,5679.23,19334.58,17,118.3058823529,282.3801710422,961.3454653938,965960.403765518,2090567.20665718,4109505.62989247,204331.027739283
02/A-081-A/093-P-09/0,2093P09A081A0200,Gas,Horizontal,2009.39,1685.6,2729.77,17,118.1994117647,83.8861545046,135.8506810525,395266.552668501,644535.343732394,1113207.31094723,55400.2613204619
03/06-07-078-17W6/0,1W60781707060300,Gas,Horizontal,1654.6,714,891.9,14,118.1857142857,43.1524235465,53.9042668923,353141.924301075,596799.989237288,967131.526333333,58451.0773802329
00/A-071-A/093-P-09/0,2093P09A071A0000,Gas,Horizontal,2244.23,1925.63,11366.63,19,118.1173684211,85.8035941058,506.4824015364,439821.774272997,790140.151935484,1256932.48434034,56007.2935635091
02/C-042-B/093-P-09/0,2093P09B042C0200,Gas,Horizontal,1299.16,561,1075.69,11,118.1054545455,43.1817482065,82.7988854337,647274.315774648,1106229.07264834,1718426.29467176,132272.106181822
03/14-09-078-17W6/0,1W60781709140300,Gas,Horizontal,2122.89,1799.99,10894.1,18,117.9383333333,84.7896028527,513.1730800936,570479.511472303,1128061.82426332,2122345.10835862,99974.3325541418
02/08-36-080-16W6/0,1W60801636080200,Gas,Horizontal,1178.8,854.6,5129.25,10,117.88,72.497455039,435.1247030879,431692.83295082,823593.144620356,1481986.54107766,125719.930529153
00/10-31-080-18W6/0,1W60801831100000,Gas,Horizontal,1532.1,1085,4653.5,13,117.8538461538,70.8178317342,303.7334377652,198457.022137097,490447.7276,760683.363822715,49649.7202416758
02/11-27-077-17W6/0,1W60771727110200,Gas,Horizontal,1529.98,630.5,1088.54,13,117.6907692308,41.2096890155,71.1473352593,442144.387132565,758455.762540322,1210353.18420613,79109.0853609936
00/D-070-A/093-P-09/0,2093P09A070D0000,Gas,Horizontal,1174.2,520,1166.77,10,117.42,44.285470959,99.3672287515,647227.659889065,973600.503472222,1342177.87630094,114305.729543599
00/B-075-A/093-P-09/0,2093P09A075B0000,Gas,Horizontal,1876.5,816,2480.4,16,117.28125,43.4852118305,132.1822541966,380114.40694864,677271.842131148,1108540.11011577,59074.8793027322
03/C-012-G/093-P-09/0,2093P09G012C0300,Gas,Horizontal,2227.48,3210,15426.02,19,117.2357894737,144.1090380161,692.5323684163,1051340.45740533,2031496.65142429,3629759.6475565,162953.635837651
00/16-11-078-17W6/0,1W60781711160000,Gas,Horizontal,1757.9,2822.3,13377.6,15,117.1933333333,160.5495193128,760.9989191649,420267.770368853,850834.279871246,1649859.83945455,93854.0212443569
00/D-086-A/093-P-09/0,2093P09A086D0000,Gas,Horizontal,2575.2,2199.97,14042.81,22,117.0545454545,85.429092886,545.309490525,349107.672,780096.748694445,1378947.72190476,53547.2088344501
02/04-08-080-17W6/0,1W60801708040200,Gas,Horizontal,1754.9,1120,5285.56,15,116.9933333333,63.821300359,301.1886717192,405862.368479532,647888.137727273,967387.867935943,55124.9568599888
00/01-34-078-17W6/0,1W60781734010000,Gas,Horizontal,2690.6,7402.3,33004.7,23,116.9826086957,275.1170742585,1226.6669144429,1244633.08435484,2605938.89802419,4768949.17697581,177244.821860396
00/10-32-079-17W6/0,1W60791732100000,Gas,Horizontal,1986.8,2816.32,14259.42,17,116.8705882353,141.751560298,717.7078719549,869937.23573487,1665661.42909348,3313751.12644068,166788.359494699
00/D-019-G/093-P-09/0,2093P09G019D0000,Gas,Horizontal,2803.28,5724.71,26097.7,24,116.8033333333,204.2147056305,930.9701492537,907693.596716642,1943736.84412399,3497912.11507042,124779.262687652
00/03-36-079-18W6/0,1W60791836030000,Gas,Horizontal,2101.69,3044.5,12412,18,116.7605555556,144.8596129781,590.5723489192,1089734.99,2061987.5696594,3272820.30983871,155723.266030609
02/A-001-H/093-P-09/0,2093P09H001A0200,Gas,Horizontal,1866.9,1600,9910.8,16,116.68125,85.7035727677,530.8693556163,445813.144812594,782239.331024259,1333046.16940666,71404.2621140211
03/13-04-079-17W6/0,1W60791704130300,Gas,Horizontal,1980.5,2833.8,12959.5,17,116.5,143.0850795254,654.3549608685,749964.068210526,1600702.70280702,2971142.30365359,150019.808313738
04/03-15-079-17W6/0,1W60791715030400,Gas,Horizontal,1744.8,2485,9527,15,116.32,142.4232003668,546.0224667584,774690.094550409,1609482.7318683,2793512.72258064,160105.039120853
00/B-007-G/093-P-09/0,2093P09G007B0000,Gas,Horizontal,1162.2,1020,2091.6,10,116.22,87.7645844089,179.9690242643,420722.816186441,793073.417507987,1345884.86532787,115804.927321276
02/15-32-079-17W6/0,1W60791732150200,Gas,Horizontal,2205.3,3146.73,15168.24,19,116.0684210526,142.6894300095,687.8084614338,874804.878459422,1656922.5579161,3018091.64610315,136856.284682499
00/B-058-G/093-P-09/0,2093P09G058B0000,Gas,Horizontal,3017.7,4182.4,24359.52,26,116.0653846154,138.5956191802,807.2213937767,679256.937342657,1388082.20933036,2856816.94486111,94668.6862465159
00/05-22-080-16W6/0,1W60801622050000,Gas,Horizontal,1624.8,1470,7455,14,116.0571428571,90.4726735598,458.8257016248,264139.432414861,552796.48816092,1096983.97233871,67515.0155304474
02/B-007-G/093-P-09/0,2093P09G007B0200,Gas,Horizontal,927.9,816,2099.39,8,115.9875,87.9405108309,226.2517512663,257876.029633803,497949.810125,859816.699536785,92662.6467870229
00/D-034-B/093-P-09/0,2093P09B034D0000,Gas,Horizontal,927.73,800,1755.17,8,115.96625,86.2319855993,189.1897427053,219917.112419355,399874.406055556,719688.265793011,77575.1852147727
00/15-32-079-17W6/0,1W60791732150000,Gas,Horizontal,2314.7,3288.01,13815.03,20,115.735,142.0490776343,596.8388992094,807301.66662069,1562961.29830508,3084646.62010782,133263.343850513
00/03-09-079-17W6/0,1W60791709030000,Gas,Horizontal,2196.3,5647.44,26563.2,19,115.5947368421,257.1342712744,1209.4522606201,1278765.88665718,2182877.22595489,3386026.1577957,154169.565077435
00/14-04-079-17W6/0,1W60791704140000,Gas,Horizontal,1732.8,4901.74,16020.1,15,115.52,282.8797322253,924.5210064635,680639.11696011,1544437.87043011,2860363.59225806,165071.767789593
02/03-36-079-18W6/0,1W60791836030200,Gas,Horizontal,1960.42,2835,10902.4,17,115.3188235294,144.6118688852,556.1257281603,736625.93670229,1317837.62711773,2153174.96733333,109832.330180947
02/11-18-079-17W6/0,1W60791718110200,Gas,Horizontal,1956.8,5332.32,18323.5,17,115.1058823529,272.5020441537,936.4012673753,955556.695,2324591.99129032,4767237.76484195,243624.170321032
00/13-30-077-17W6/0,1W60771730130000,Gas,Horizontal,1840.12,816,1315.4,16,115.0075,44.344934026,71.4844684042,215852.250537634,386849.586722222,689208.612526882,37454.5471233877
00/A-034-B/093-P-09/0,2093P09B034A0000,Gas,Horizontal,1263.3,3573.18,14242.04,11,114.8454545455,282.8449299454,1127.3680044328,496726.637632312,946421.651810585,1716222.79217742,135852.354324184
02/04-07-077-14W6/0,1W60771407040200,Gas,Horizontal,1492.7,2161.25,10149.82,13,114.8230769231,144.7879681115,679.9638239432,564392.117178082,1095884.26497076,2179051.57475806,145980.543629534
00/05-11-078-17W6/0,1W60781711050000,Gas,Horizontal,2520.3,3853.5,24186.1,22,114.5590909091,152.8984644685,959.6516287744,320701.144497937,746991.542291667,1658329.283,65798.8843788438
00/16-03-078-17W6/0,1W60781703160000,Gas,Horizontal,1603.78,1419,2105.3,14,114.5557142857,88.4784696155,131.2711219743,385949.602333786,658408.993225807,1179963.0826361,73573.8743865181
02/04-03-082-19W6/0,1W60821903040200,Gas,Horizontal,1488.74,1289,8701.89,13,114.5184615385,86.5832851942,584.5137498825,183193.931204644,290478.077827298,468902.114596774,31496.5752647725
00/07-06-079-14W6/0,1W60791406070000,Gas,Horizontal,1601.4,1528,7437.8,14,114.3857142857,95.4165105533,464.4561009117,469555.617291667,930238.661451613,1622338.60554878,101307.518767877
04/B-074-A/093-P-09/0,2093P09A074B0400,Gas,Horizontal,1372.24,576,1834.2,12,114.3533333333,41.9751646942,133.6646650732,700293.198571429,1241148.26705722,1975188.82,143939.020870985
02/06-24-077-17W6/0,1W60771724060200,Gas,Horizontal,1484.99,660,868.02,13,114.23,44.4447437356,58.4529188749,267839.748804665,454976.993360215,735888.990696379,49555.147893008
03/A-091-A/093-P-09/0,2093P09A091A0300,Gas,Horizontal,1713.41,1500.04,9761.9,15,114.2273333333,87.5470552874,569.7352064013,300065.183342503,556856.000349462,1023028.25966715,59707.1488824712
00/A-081-A/093-P-09/0,2093P09A081A0000,Gas,Horizontal,1941.81,867,3820.9,17,114.2241176471,44.6490645326,196.7700238437,231478.801226158,439439.377211268,780015.485504979,40169.5060538868
02/04-02-081-17W6/0,1W60811702040200,Gas,Horizontal,2053.95,2100,8955.28,18,114.1083333333,102.2420214708,436.0028238273,171500.515778401,289581.62778626,473381.545865385,23047.374369648
02/C-058-H/093-P-09/0,2093P09H058C0200,Gas,Horizontal,2966.3,4175.26,18130.78,26,114.0884615385,140.7564979941,611.2254323568,594603.631369048,1160004.60446708,2357812.24493894,79486.6414367711
00/12-10-078-17W6/0,1W60781710120000,Gas,Horizontal,1593.77,714,1184.93,14,113.8407142857,44.799437811,74.3476160299,199741.412695418,417283.970388889,733073.672794118,45996.2022621908
00/06-11-078-17W6/0,1W60781711060000,Gas,Horizontal,2503.1,4023,18984.8,22,113.7772727273,160.7207063242,758.4515201151,532094.243006993,1017050.94360656,2142375.15634483,85588.8760474943
02/02-29-081-19W6/0,1W60811929020200,Gas,Horizontal,2047.83,1116.972,12849.309,18,113.7683333333,54.5441760302,627.4597500769,431913.167586207,770268.284022801,1284346.29290124,62717.4273695199
02/D-091-A/093-P-09/0,2093P09A091D0200,Gas,Horizontal,1705.88,1499.95,2313.97,15,113.7253333333,87.9282247286,135.6467043403,324379.856086956,548626.370943396,893319.587858176,52367.0825531794
00/13-04-079-17W6/0,1W60791704130000,Gas,Horizontal,1818.9,2629.49,11964.4,16,113.68125,144.5648468855,657.7821760405,1059947.98634965,2110014.31541667,3673422.86943548,201958.484217685
04/A-091-A/093-P-09/0,2093P09A091A0400,Gas,Horizontal,1705.13,765,1025.46,15,113.6753333333,44.8646144282,60.1396960936,303188.610910448,594169.66745283,1073712.89657784,62969.5622373567
02/07-06-078-17W6/0,1W60781706070200,Gas,Horizontal,1476.67,635.5,2496,13,113.59,43.0360202347,169.0289638172,325544.705333333,528120.793983051,871730.139863014,59033.5105245596
00/12-10-080-17W6/0,1W60801710120000,Gas,Horizontal,2607.49,3640,15695.9,23,113.3691304348,139.5978508067,601.9543699113,523033.338653295,1086696.32065574,1998355.48860724,76639.0470762013
02/05-27-077-17W6/0,1W60771727050200,Gas,Horizontal,1585.01,714,985.8,14,113.215,45.0470344036,62.1951911975,287672.88925072,502903.10827957,843344.716155989,53207.5328329783
00/04-04-080-17W6/0,1W60801704040000,Gas,Horizontal,2489.2,3533.62,17886.55,22,113.1454545455,141.9580588141,718.56620601,781502.002624822,1551256.40310959,2742339.30841808,110169.50459658
00/02-07-077-16W6/0,1W60771607020000,Gas,Horizontal,1582.45,714,1189.07,14,113.0321428571,45.1199090019,75.1410787071,190750.433070175,354828.257735849,630710.309268293,39856.5710934496
00/15-11-078-17W6/0,1W60781711150000,Gas,Horizontal,1694.99,2835,13267.2,15,112.9993333333,167.2576239388,782.7302815946,372359.133378747,712041.664056604,1315084.25760656,77586.5496319483
00/06-27-077-17W6/0,1W60771727060000,Gas,Horizontal,1580.3,684.5,6228.2,14,112.8785714286,43.3145605265,394.1150414478,424028.629387187,766756.762111888,1362342.05305108,86207.8120009543
00/10-27-077-17W6/0,1W60771727100000,Gas,Horizontal,1579.2,650,2150.25,14,112.8,41.1600810537,136.1607142857,364542.510583333,637965.667659906,1038889.33876011,65785.7990602906
02/D-085-A/093-P-09/0,2093P09A085D0200,Gas,Horizontal,1803.3,1286.96,11708.01,16,112.70625,71.3669383907,649.2546997172,178537.023,397102.089,812443.553809524,45053.1555375991
00/05-19-080-20W6/0,1W60802019050000,Gas,Horizontal,1126.5,997,5549,10,112.65,88.5042166001,492.5876608966,276528.242915531,429194.834959569,667493.182729805,59253.722390573
02/11-04-081-16W6/0,1W60811604110200,Gas,Horizontal,1126.5,1250,1461.7,10,112.65,110.9631602308,129.7558810475,225224.334409769,371147.85329653,605938.548651995,53789.4850112734
00/03-27-077-17W6/0,1W60771727030000,Gas,Horizontal,1575.76,705.5,1370.5,14,112.5542857143,44.7720465045,86.9739046555,545762.874685315,885110.918525034,1252331.09201613,79474.7354937383
02/D-061-A/093-P-09/0,2093P09A061D0200,Gas,Horizontal,1125.04,510,1178.19,10,112.504,45.3317215388,104.7242764702,518721.647614679,862818.064482759,1377911.7806546,122476.692442455
00/13-22-077-17W6/0,1W60771722130000,Gas,Horizontal,1350.01,612,747.82,12,112.5008333333,45.3329975334,55.3936637506,409724.902191781,673224.272867133,1082347.69729839,80173.3096272168
02/07-27-077-17W6/0,1W60771727070200,Gas,Horizontal,1462.36,663,924.3,13,112.4892307692,45.3376733499,63.2060504937,460866.035888112,651867.784385965,887251.220161725,60672.5580678988
02/05-18-077-16W6/0,1W60771618050200,Gas,Horizontal,1572.38,714,1010.4,14,112.3128571429,45.4088706292,64.2592757476,448956.599538905,757334.234112903,1186435.212625,75454.7382073672
02/07-07-077-16W6/0,1W60771607070200,Gas,Horizontal,1459.5,652.7,1129.17,13,112.2692307692,44.7207947927,77.3669064748,228930.378571429,363952.917902299,548529.658467742,37583.3955784681
00/08-06-078-17W6/0,1W60781706080000,Gas,Horizontal,1569.7,700,1211.69,14,112.1214285714,44.5945085048,77.1924571574,749667.399354839,1146880.9851752,1664537.48703654,106041.758746037
02/03-09-079-17W6/0,1W60791709030200,Gas,Horizontal,1789.6,4908.32,22755.9,16,111.85,274.2691104157,1271.5634778722,884326.877428958,1555656.48272849,2466272.86055085,137811.402578836
02/C-042-F/093-P-09/0,2093P09F042C0200,Gas,Horizontal,2570.14,7007.26,42111.9,23,111.7452173913,272.6411790797,1638.5060735991,763230.369469579,1808817.54224628,4031677.51418079,156866.066213544
02/15-27-077-17W6/0,1W60771727150200,Gas,Horizontal,1563.81,714,1076,14,111.7007142857,45.6577205671,68.8063127874,379821.18125,588600.744798387,909255.660994624,58143.6146970939
00/08-26-077-17W6/0,1W60771726080000,Gas,Horizontal,1334.4,612,858.73,12,111.2,45.8633093525,64.3532673861,236723.120608931,419545.207804533,684468.838145162,51294.1275588401
00/04-29-080-17W6/0,1W60801729040000,Gas,Horizontal,2112.5,2584,12549.39,19,111.1842105263,122.3195266272,594.053964497,,,,
02/D-087-A/093-P-09/0,2093P09A087D0200,Gas,Horizontal,1667.7,2625,14282.8,15,111.18,157.4024105055,856.4370090544,327215.237507886,635509.539166667,1211994.46492537,72674.6096375469
02/14-09-078-17W6/0,1W60781709140200,Gas,Horizontal,1888.93,1699.99,10306.8,17,111.1135294118,89.9975118189,545.6422419041,607455.756627566,1232826.35555556,2391470.89130674,126604.526970652
02/03-09-080-17W6/0,1W60801709030200,Gas,Horizontal,1775.7,2800,11633.1,16,110.98125,157.6842935181,655.1275553303,655572.424455587,1162364.89217391,,
02/16-03-077-17W6/0,1W60771703160200,Gas,Horizontal,1659.5,690.5,4115.39,15,110.6333333333,41.6089183489,247.9897559506,332628.676099071,564633.864,920424.579305355,55463.9698285842
00/B-057-E/093-P-09/0,2093P09E057B0000,Gas,Horizontal,1658.5,750,1702.67,15,110.5666666667,45.2215857703,102.6632499246,178667.801833333,307779.276896552,451973.1625,27251.9241784745
03/03-07-078-17W6/0,1W60781707030300,Gas,Horizontal,1547.7,714,958.9,14,110.55,46.1329715061,61.9564515087,376249.919354839,646783.393507042,1040911.09963889,67255.3530812748
02/04-29-080-18W6/0,1W60801829040200,Gas,Horizontal,1768,1070,6223.6,16,110.5,60.520361991,352.0135746606,350810.347309562,706202.066619718,1243936.48870474,70358.3986823948
00/D-031-A/093-P-09/0,2093P09A031D0000,Gas,Horizontal,1875.5,2850,15502.6,17,110.3235294118,151.9594774727,826.5849106905,459832.927082768,808121.869318801,1352818.20208914,72131.0691596449
02/A-061-A/093-P-09/0,2093P09A061A0200,Gas,Horizontal,1321.9,1212.01,1553.75,12,110.1583333333,91.6869657311,117.5391481958,253048.778988095,439336.089986559,729562.164825269,55190.4202152409
03/07-29-081-19W6/0,1W60811929070300,Gas,Horizontal,2087.17,1196.12,12561.364,19,109.8510526316,57.3082211799,601.8371287437,437334.380615385,785834.321159664,1319945.18105572,63240.9042414236
02/01-28-080-18W6/0,1W60801828010200,Gas,Horizontal,1537.84,1148.7,5428.68,14,109.8457142857,74.6956770535,353.0068147532,565325.839232026,997066.57,1697854.46934389,110405.144185604
02/05-15-081-18W6/0,1W60811815050200,Gas,Horizontal,2194.69,3288,24423.53,20,109.7345,149.8161471552,1112.8464612314,214390.612061995,,,
00/11-11-078-17W6/0,1W60781711110000,Gas,Horizontal,1973.45,3222,14717.6,18,109.6361111111,163.2673743951,745.7802325876,432091.212361111,867090.178864266,1802512.6356121,91338.1456642986
00/16-08-078-17W6/0,1W60781708160000,Gas,Horizontal,1532.3,714,1026.34,14,109.45,46.5966194609,66.9803563271,489147.570645161,856612.185083565,1375858.13591398,89790.3893437303
00/02-28-077-17W6/0,1W60771728020000,Gas,Horizontal,1421.9,663,1550.7,13,109.3769230769,46.6277516,109.0583022716,532286.453847222,833113.142135923,1313598.18725807,92383.3031336993
00/04-06-082-19W6/0,1W60821906040000,Gas,Horizontal,1093.18,1000,8357.97,10,109.318,91.4762436195,764.5556998847,466017.957322404,801889.686895161,1372695.24908602,125569.005020767
00/14-35-079-15W6/0,1W60791535140000,Gas,Horizontal,2071.5,1159,7522.18,19,109.0263157895,55.9497948347,363.1272025103,571875.270625,1167165.17908719,1970369.7051983,95118.0161814289
00/13-12-080-18W6/0,1W60801812130000,Gas,Horizontal,1308.2,1246,5812.06,12,109.0166666667,95.2453753249,444.2791622076,522922.266224628,859696.531842105,1328884.32164051,101581.128393251
02/03-07-078-17W6/0,1W60781707030200,Gas,Horizontal,654.1,310.1,623.1,6,109.0166666667,47.4086531111,95.2606635071,205108.787083906,276720.227934363,375467.941666667,57402.2231565001
03/16-29-080-20W6/0,1W60802029160300,Gas,Horizontal,1522.95,854,4666.1,14,108.7821428571,56.075380019,306.3856331462,307074.850344828,536902.591935484,905809.758927445,59477.3143522404
00/D-063-A/093-P-09/0,2093P09A063D0000,Gas,Horizontal,1848.75,3050,15947.3,17,108.75,164.9763353617,862.5990534145,200978.973688525,522095.03,1245125.85491204,67349.6067565674
00/12-18-077-16W6/0,1W60771618120000,Gas,Horizontal,1521.78,714,974.65,14,108.6985714286,46.9187398967,64.0467084598,400257.693261164,639532.033211268,1014236.65790323,66648.0475432211
00/05-34-077-15W6/0,1W60771534050000,Gas,Horizontal,2607.4,3535,14736.81,24,108.6416666667,135.5756692491,565.1917619084,905632.183589365,1754588.88083916,3308536.45137466,126890.252794917
00/02-28-078-14W6/0,1W60781428020000,Gas,Horizontal,1955,1068,5953.6,18,108.6111111111,54.6291560102,304.5319693095,255872.117980456,395542.961776765,620907.846416667,31759.992144075
00/16-09-080-17W6/0,1W60801709160000,Gas,Horizontal,3034,4340,20022.6,28,108.3571428571,143.0454845089,659.9406723797,535037.993462069,963552.575192582,2009028.31854839,66217.1495895976
00/01-28-077-17W6/0,1W60771728010000,Gas,Horizontal,1941.86,918,1135.1,18,107.8811111111,47.2742628202,58.454265498,430929.962897574,695909.624236111,1069009.17580645,55050.7851135741
